,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,0.041802417,-0.5188187,1.0903071,1.094749,0.047178064,-0.0026430928,0.4547964,1.291577,0.40095323,0.9091472,0.71917933,-0.43428862,0.4702276,1.3606267,-1.7374414,0.2643072,-0.076471336,0.61407036,-1.1027054,0.17072749,1.1197886,0.6582047,1.5343598,-0.541251,0.1381406,-0.18980251,0.06595103,-0.36551577,-0.6465276,-0.06383681,-0.8986716,-0.64877886
2,0.622798,-0.64387226,0.91265815,0.9980709,0.5860395,-0.026568837,0.38092622,0.45641074,-0.515217,0.6977685,0.46216217,-0.19345498,0.03138018,0.71528363,-1.3387241,-0.35554272,0.73211426,1.2171878,-0.7792078,1.5765897,1.1755351,0.8952002,1.8295982,0.19238985,-0.0011782243,-0.4815926,1.0723989,-0.28474668,0.09087524,-0.41262338,-0.82386214,-1.091054
3,0.28725827,-0.26733643,1.9455342,1.3031441,-1.6321354,-0.31547225,1.5201818,2.3379624,-0.48520306,-0.39040574,1.6993004,0.16184805,1.0404627,0.6588141,-1.0307034,-0.6936432,1.1903224,1.3093513,-0.6612253,1.4284548,0.6382484,0.72030854,2.393622,-0.7074406,-1.0568514,0.87239975,0.99912184,-0.1224735,-0.29198268,-0.59565264,0.15466914,0.06767856
4,-1.152844,-2.1488879,0.589722,0.7635103,-0.48201635,0.46364132,1.1868482,1.5114671,0.92164993,0.9841658,0.058738146,-0.7597174,0.22217433,0.07313294,-2.193329,-1.0638443,-0.6999408,1.2429391,-0.84906924,1.3235078,1.0365897,1.7702255,0.42696667,-0.83318037,0.57678163,-2.0302083,0.61555403,-1.0537393,1.6237601,0.6584251,-1.616919,-0.37432158
5,0.08014858,0.10620079,1.4860146,0.7117178,-0.4627121,-0.07183478,0.43730322,0.80953753,1.0947951,0.6392458,1.5062995,0.35127673,0.60763454,0.7804152,-0.34911993,0.59439,-0.23172998,0.7505995,-0.652336,0.7860377,1.7086776,1.3725351,2.4155493,-0.27102596,0.38998413,0.7364874,-0.28003716,-0.70196784,-0.105857216,-0.044631675,-1.1805774,0.22222207
6,-0.78328335,-1.0475934,1.4366438,0.975853,-0.43628648,0.19983533,1.2422702,1.7748611,1.5502219,1.2041643,0.65254235,-0.8375847,0.9935995,1.2437267,-1.903761,-0.021201067,-1.0227528,0.35815418,-1.1250387,0.05183837,1.1196076,1.3625367,1.469984,-1.3444444,0.7165484,-1.2053968,-0.03711152,-0.9114612,0.7857488,0.46459594,-1.5054684,0.18309155
7,-0.116814055,-0.62507015,1.4368668,0.8692521,-0.9046088,-0.7610168,0.37099925,1.1974183,0.5054559,1.273086,1.2157856,1.2817575,0.6775489,2.0843873,-1.1072894,0.78891665,-0.8083141,0.83445024,-1.2043067,0.11447467,2.1438968,2.4468088,1.5768535,-1.1489904,0.662559,0.5083366,-1.0565217,-0.37806913,-1.0568769,-0.5579822,-0.72750694,-1.2179953
8,1.0209879,0.026702728,1.6284307,0.99430794,-0.22170217,-0.6598112,-0.0198226,-0.1484187,-0.6922434,0.8085932,1.1420733,0.9909987,0.08642816,1.5424687,0.22872895,0.5821672,0.043215975,1.1270758,-0.7899969,1.1661679,2.3577828,1.8042547,2.8486214,0.0153958155,0.36476892,0.7020559,0.13929558,-0.21891613,-0.8696213,-0.75962573,-1.0513694,-1.4746034
9,1.0181438,0.24396951,1.1997831,1.1054375,-1.0093589,0.2365289,0.38828832,1.062959,-0.43940625,2.1541336,0.8167097,2.109426,-0.34566027,2.3449209,-0.65746975,0.95118886,0.6361172,1.4487776,-2.2951274,1.0461013,2.8892758,2.1944396,1.4319603,-0.6183136,0.23418632,-0.045169696,-0.5159529,-0.58430773,-1.4780722,-1.2373811,-0.12042565,-1.8531574
10,1.9774954,-0.45684284,0.086766,2.7158544,0.84198433,-1.2733655,2.6038043,1.4898391,0.4447833,0.73504233,2.1620638,-1.5350997,-1.2725466,1.9224052,-1.668645,-0.49539378,1.12622,0.40392837,0.4659035,2.0710533,2.20322,-0.12588334,3.8222167,0.20832485,0.45840156,-0.97931737,2.297225,-0.22520313,0.34037423,-0.13208061,-2.6110454,0.7966715
11,0.81167966,0.39399296,1.3948107,1.0972894,-1.5702363,0.24626726,0.62612396,1.270949,-0.63531923,1.305648,0.6341244,1.5702083,0.063065276,1.4942542,-0.4646706,0.50017613,0.81014436,1.3811659,-2.0144083,1.037966,2.022009,1.8381484,1.4800826,-0.64508677,-0.10010674,0.3235732,-0.14181744,-0.55139846,-1.3497906,-1.1106387,0.17362559,-1.3205539
12,-0.57516193,-0.84338003,2.067993,0.32432574,-0.3766073,0.7025986,1.3170372,0.95341134,2.3129818,0.5723604,3.2101362,-0.5689574,1.3770432,0.6862199,-0.34864858,1.7949808,-1.4363682,-0.24784926,-0.13280421,0.025596041,1.691772,1.7628963,3.1105468,-0.78823966,0.24154958,1.2808726,0.45711294,-0.51628333,0.45825028,1.2227166,-1.0131185,0.46553472
13,0.1459382,0.88176775,1.5906551,2.0218384,-0.89269334,-0.22780704,1.076665,1.9473274,0.1482082,-0.7545489,1.5182817,-0.64174634,1.1811849,0.43052074,-1.2597836,-0.6654534,0.8832066,1.1622885,-0.53601277,1.5438868,0.3278334,0.22542189,3.3314064,0.10829454,-0.47731075,1.5967938,0.7883443,-0.9302647,-1.1789962,-0.07618864,-0.79337925,0.7794117
14,-0.5721488,-1.1478087,1.4411638,0.61166877,-0.5468294,-0.9504708,0.5546973,1.1859819,-0.40492123,0.4304455,0.35345587,-0.09731252,0.8554572,0.5573308,-0.8708329,-0.08508651,-0.52708226,0.44215226,-0.00080943294,0.9730156,0.84854066,2.22152,1.1118869,-0.53385484,0.53247756,-0.055651445,-0.535805,-0.052647978,0.112901844,-0.07479572,-0.4279486,-0.19586436
15,0.12967314,-4.6266093,1.7865965,0.8331995,0.6119196,-1.346063,0.64132637,-0.76199377,-2.1671464,-0.124067456,2.653289,-0.53907067,0.072794855,-0.12130614,-0.43755454,-1.1296026,-0.6321835,2.3566275,2.3241866,2.1418326,1.7527753,2.6725855,2.315027,1.635397,0.27574027,1.262067,2.0312378,0.35965872,1.4398639,0.3850015,-1.9877548,-2.6076703
16,-0.8942361,-2.060147,1.3689148,1.1370146,-1.4310747,-0.14942811,1.9177105,2.3041942,-0.7881009,-0.06592308,0.63123345,-0.66360337,0.99651766,0.10381695,-2.544782,-1.9735653,0.42118743,1.7524139,-0.76392347,1.5638707,-0.101111986,1.5201812,1.0822517,-1.1776614,-0.61812896,-1.2708611,1.7801169,-0.24985582,0.9578581,-0.045707542,-0.5904667,-0.9746336
