emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
0.0,0.0,0.61989474,2.2590094,1.9080464,2.5813036,0.14162216,2.1891668,0.0,0.0,0.0,0.95462745,0.2401823,0.0,0.0,0.0,0.0,1.1929702,3.160568,0.52733946,0.0,0.0,3.5219812,0.17060007,0.0,4.066652,2.1947281,0.29829773,0.69079703,1.7328184,0.0,4.8568907
1.1954893,0.0,0.058461778,3.2018852,1.0451933,0.8871631,1.6053079,3.3382618,0.0,0.0,0.0,2.3379335,1.4893467,0.0,0.0,0.0,0.0,2.1620448,0.94933474,1.6132445,0.0,1.5970514,1.3318937,1.2567538,0.0,1.7219495,0.50876284,2.001561,1.6615169,0.6568246,0.0,2.6699982
0.7858493,0.0,0.2496612,2.730336,0.6988746,0.75395757,1.5381204,2.7007656,0.0,0.0,0.0,2.1680396,1.951213,0.0,0.0,0.0,0.0,2.1112523,0.8496739,1.5025058,0.0,1.1266776,1.1653115,1.1389965,0.0,1.602355,0.044999346,2.0151742,1.3467863,0.180766,0.0,2.1018622
0.64983374,0.0,0.807361,2.853807,1.1791146,1.575653,1.2028915,2.5339057,0.0,0.0,0.0,1.8005502,1.9932404,0.0,0.0,0.0,0.0,1.7797486,1.82857,0.94339705,0.0,0.77030915,2.0370765,0.97781366,0.0,2.6427538,0.90626925,1.876567,0.7573245,1.0931517,0.0,3.2339108
0.98008645,0.0,0.92214555,2.3014567,0.56774527,0.53704894,1.2077613,2.5004663,0.0,0.0,0.0,1.9359123,2.2255397,0.0,0.0,0.0,0.0,1.4527671,0.7870138,1.0165523,0.0,1.2952268,1.1888713,1.1633631,0.0,0.6989501,0.35073775,2.003181,0.49202287,0.25997707,0.0,1.5019594
1.0250709,0.0,0.82934415,2.3998501,0.5146326,0.38400063,1.3421551,2.6355596,0.0,0.0,0.0,2.0615346,2.316262,0.0,0.0,0.0,0.0,1.5566738,0.6103853,1.1454389,0.0,1.4444432,0.999808,1.3129594,0.0,0.43125513,0.2743476,2.1281416,0.5970111,0.118514165,0.0,1.2880663
0.82808334,0.0,0.33962345,2.8748543,1.1843901,1.1143782,1.1438341,2.8731012,0.0,0.0,0.0,2.1549814,1.2599106,0.0,0.0,0.0,0.0,1.8770784,1.6431085,1.6450489,0.0,0.8921585,2.098998,1.05021,0.0,2.3881261,0.8250729,1.5353159,1.5612752,0.87627935,0.0,3.3629732
0.2626635,0.0,0.6035416,2.294713,1.4004568,1.8693256,0.38768548,1.9539529,0.0,0.0,0.0,1.2630701,0.74992985,0.0,0.0,0.0,0.0,1.184485,2.3170104,0.6699517,0.0,0.03366658,2.5972514,0.40844902,0.0,2.9455926,1.5123405,0.6707329,0.7780504,1.2851624,0.0,3.8660245
0.88145113,0.0,0.06472527,2.7536354,0.38756782,0.13336144,1.8157891,2.9760697,0.0,0.0,0.0,2.1833432,1.8521105,0.0,0.0,0.0,0.0,2.4120424,0.18456383,1.5478832,0.0,1.6189661,0.4374334,1.4626615,0.0,0.35765138,0.0,2.4727995,1.2935886,0.0,0.0,1.3899325
0.87747556,0.0,0.51989746,2.8802185,0.8657923,0.7260604,1.4411958,3.112266,0.0,0.0,0.0,2.4310505,1.5901417,0.0,0.0,0.0,0.0,2.091549,0.8477609,1.8106723,0.0,1.0621395,1.3481461,1.1001859,0.0,1.6858395,0.60139894,1.7426025,2.083326,0.3706255,0.0,2.4846349
0.1797109,0.0,0.38670158,2.4353383,1.4465545,1.8467648,0.5100907,1.870622,0.0,0.0,0.0,1.0598044,0.48910505,0.0,0.0,0.0,0.0,1.2951001,2.651199,0.7745887,0.0,0.14183027,2.7509193,0.33407518,0.0,3.0580792,1.6157081,0.64045626,0.676753,1.5293715,0.0,3.9843268
0.102602996,0.0,0.76076806,2.5576022,1.6444609,1.8519751,0.55846083,2.5740929,0.0,0.0,0.0,1.5854783,0.9706802,0.0,0.0,0.0,0.0,1.5851609,2.4892251,1.0014459,0.0,0.48667574,2.7769942,0.38946345,0.0,3.389148,1.519749,0.86368626,1.2076879,1.4834353,0.0,4.0892267
0.6482652,0.0,0.97379667,1.9771922,0.5495856,0.2351508,1.2671399,2.5052068,0.0,0.0,0.0,1.9413047,2.0514112,0.0,0.0,0.0,0.0,1.3805532,0.41025084,0.9624991,0.0,1.0936313,0.91535527,1.1458024,0.0,0.51465756,0.29994133,1.8047249,0.9066967,0.0,0.0,0.9378765
0.6121914,0.0,1.0029271,1.9204912,0.584726,0.30770305,1.1959139,2.4216015,0.0,0.0,0.0,1.8689954,1.9903135,0.0,0.0,0.0,0.0,1.3366609,0.4682744,0.89045477,0.0,1.0224514,0.98808604,1.0726372,0.0,0.63083124,0.34591013,1.7485176,0.87362725,0.015904399,0.0,1.0336214
0.92922384,0.0,0.6379943,1.6141953,0.4780105,0.0,1.3683642,2.2882745,0.0,0.0,0.0,2.0721421,1.8212969,0.0,0.0,0.0,0.0,1.1569722,0.0,1.1427832,0.0,1.1981983,0.0,1.2157787,0.0,0.0,0.0,1.7925026,1.0017755,0.0,0.0,0.0
0.8731445,0.0,0.692085,1.5207243,0.5396967,0.0,1.2458471,2.1462722,0.0,0.0,0.0,1.9499408,1.7166415,0.0,0.0,0.0,0.0,1.0734329,0.0,1.0217205,0.0,1.0791477,0.08813841,1.0878031,0.0,0.0,0.0,1.6949178,0.93899804,0.0,0.0,0.0068669906
0.6458073,0.0,0.9689177,1.977885,0.54161525,0.23221992,1.2691044,2.5049164,0.0,0.0,0.0,1.9417003,2.0546203,0.0,0.0,0.0,0.0,1.3861526,0.40671575,0.9702406,0.0,1.0962741,0.90751123,1.1518534,0.0,0.50507575,0.2987525,1.807259,0.90815645,0.0,0.0,0.9293204
0.6096503,0.0,1.0091704,1.916935,0.5867847,0.31490052,1.1854799,2.4118679,0.0,0.0,0.0,1.8591766,1.983203,0.0,0.0,0.0,0.0,1.3280008,0.47969228,0.8859085,0.0,1.0167814,0.99762857,1.0633409,0.0,0.6456521,0.35097054,1.7413532,0.8682278,0.025571736,0.0,1.049332
0.85490185,0.0,0.88966036,2.205501,0.5466246,0.39472827,1.2251929,2.5507784,0.0,0.0,0.0,1.9422988,2.1199365,0.0,0.0,0.0,0.0,1.4584186,0.62410486,1.0426934,0.0,1.304699,1.0603204,1.1938437,0.0,0.5518485,0.40680313,1.9352702,0.73125285,0.11141226,0.0,1.2658364
1.3770841,0.0,0.24786294,3.570761,0.36893857,0.0,2.7618682,4.2760515,0.0,0.0,0.0,3.5121098,3.349255,0.0,0.0,0.0,0.0,2.940196,0.0,2.264729,0.0,2.2327886,0.0,2.3419201,0.0,0.0,0.0,3.5798576,2.1089668,0.0,0.0,0.1150094
0.8523688,0.0,0.42768574,2.8693168,0.41845903,0.0,2.0005457,3.5192194,0.0,0.0,0.0,2.664927,2.5585806,0.0,0.0,0.0,0.0,2.4471114,0.0,1.7554307,0.0,1.6611041,0.2791542,1.7731122,0.0,0.09294186,0.0,2.9440646,1.593544,0.0,0.0,1.0603687
0.9969753,0.0,0.97431874,2.3090405,0.6041246,0.5868188,1.1471752,2.463975,0.0,0.0,0.0,1.8937161,2.2374718,0.0,0.0,0.0,0.0,1.4561968,0.8244098,0.9615929,0.0,1.2308211,1.2509345,1.1299653,0.0,0.84805167,0.37316084,1.9662505,0.5032843,0.32632634,0.0,1.6533297
0.774918,0.0,0.5471283,2.8437479,1.7379164,2.0832984,0.8151095,2.8624926,0.0,0.0,0.0,1.6676947,0.77716935,0.0,0.0,0.0,0.0,1.5988609,2.4154317,0.9074353,0.0,0.53300947,3.0196393,0.46163705,0.0,3.2415276,1.491194,1.0148642,1.148684,1.4949148,0.0,4.2350407
0.843089,0.0,0.16105974,2.5803998,0.93337595,0.9250627,1.1563493,2.5250044,0.0,0.0,0.0,1.6810594,1.1468458,0.0,0.0,0.0,0.0,1.5378067,1.162949,1.2580469,0.0,1.0464846,1.3392278,1.1584526,0.0,1.3314674,0.7168519,1.6252937,0.9352459,0.6185471,0.0,2.2655096
0.0,0.0,1.477178,1.0785356,1.2644547,0.9516942,0.15969658,0.9116613,0.0,0.0,0.0,0.4608589,0.3712512,0.0,0.0,0.0,0.0,0.38173363,1.3339301,0.12229383,0.0,0.0,1.869194,0.17188446,0.0,1.5886915,1.2311813,0.71008795,0.04954522,0.9889791,0.0,2.4927948
0.65727085,0.0,0.4423802,3.2462888,1.6855693,1.7237716,1.1386837,2.5628242,0.0,0.0,0.0,1.6498921,1.1421554,0.0,0.0,0.0,0.0,1.6983289,2.7545636,1.3347831,0.0,0.35628337,2.8947558,0.6613639,0.0,2.9443026,1.0864122,1.3432714,0.60313225,1.5109746,0.0,4.185053
0.50336534,0.0,0.7197045,2.1611207,0.9810122,1.5042536,0.59208333,2.3744993,0.0,0.0,0.0,1.1909475,0.8158536,0.0,0.0,0.0,0.0,1.0654097,1.7469524,0.55164397,0.0,0.98170567,1.7881436,0.54787695,0.0,1.8106176,1.5206134,1.0705884,0.44360667,1.3199264,0.0,2.8533816
1.5755211,0.0,0.0,3.9151955,0.6025507,0.0,2.8612392,4.2722974,0.0,0.0,0.0,3.481167,3.126906,0.0,0.0,0.0,0.0,2.5783873,0.0,2.3766987,0.0,2.4742222,0.0,2.2332423,0.0,0.0,0.0,3.4173522,1.8682499,0.0,0.0,0.29166743
0.8896907,0.0,0.6803719,3.2436159,1.2830656,1.6674019,1.3484468,3.3213801,0.0,0.0,0.0,2.1218376,1.7045261,0.0,0.0,0.0,0.0,2.205324,2.2006125,1.4175439,0.0,0.8509168,2.564464,0.72143227,0.0,3.3992372,0.7433124,1.784815,1.4662004,1.4583005,0.0,4.047308
1.0128831,0.0,0.5597502,2.7222247,0.6653347,0.5370011,1.3732312,3.0578265,0.0,0.0,0.0,2.3700774,1.9958403,0.0,0.0,0.0,0.0,1.7052612,0.76855814,1.5386102,0.0,1.540667,1.050104,1.2884225,0.0,0.9353776,0.44280973,2.0331876,1.3013194,0.29551306,0.0,1.7524959
0.43003634,0.0,0.60228884,2.5375519,1.6416935,1.8467,0.59031594,2.410801,0.0,0.0,0.0,1.3821903,0.55785424,0.0,0.0,0.0,0.0,1.2446686,2.1931593,0.7364774,0.0,0.5107954,2.656715,0.43955272,0.0,3.1898136,1.7055813,0.8571808,1.1086243,1.5504236,0.0,3.9628997
0.0,0.0,0.9265015,2.330165,1.2354891,1.9938443,0.17050377,2.308103,0.0,0.0,0.0,1.0910938,0.9721762,0.0,0.0,0.0,0.0,1.6097287,2.4446561,0.42936397,0.0,0.21928522,2.7923994,0.10214604,0.0,3.0198288,1.7312955,0.5230676,1.0053626,1.2945733,0.0,3.9294147
0.119195975,0.0,0.6806568,2.096964,1.8040043,2.103884,0.29304668,2.0600934,0.0,0.0,0.0,1.2747407,0.6202211,0.0,0.0,0.0,0.0,0.93452495,2.551678,0.554001,0.0,0.29231417,2.8827186,0.28427577,0.0,3.2144735,1.7362746,0.67912716,0.6555311,1.4574928,0.0,3.8285923
0.78395677,0.0,0.9755989,2.081639,0.59235036,0.5626215,1.0625328,2.3804636,0.0,0.0,0.0,1.7863228,1.9995506,0.0,0.0,0.0,0.0,1.3491739,0.8294872,0.8879746,0.0,1.1312394,1.2806398,1.0240703,0.0,0.8598621,0.50532603,1.7958266,0.5851345,0.2486519,0.0,1.5211421
0.45327547,0.0,0.64789116,2.6550026,1.3964474,1.6720084,0.82826865,2.484671,0.0,0.0,0.0,1.5984937,1.0095433,0.0,0.0,0.0,0.0,1.391238,2.1494436,1.0872198,0.0,0.5272991,2.4343994,0.6571954,0.0,2.8506045,1.4162431,1.1398753,1.0641665,1.3165556,0.0,3.5698698
1.0665134,0.0,0.29798996,2.9532385,0.9489111,1.5147448,1.4056498,3.0794754,0.0,0.0,0.0,2.1629899,1.5776786,0.0,0.0,0.0,0.0,2.1262386,1.44636,1.3919401,0.0,0.8019526,1.9214548,0.85158414,0.0,2.5616615,0.5373621,1.6291548,1.609778,0.8318429,0.0,3.3033376
1.1508075,0.0,0.0,3.5050104,1.1075234,0.53749377,2.0128913,3.3188517,0.0,0.0,0.0,2.7244754,1.7224451,0.0,0.0,0.0,0.0,2.201443,0.9558099,2.319459,0.0,1.7916563,1.0881401,1.8924109,0.0,1.4311529,0.15862061,2.6191528,1.6419315,0.40432197,0.0,2.426737
0.5416811,0.0,1.0003191,1.7971189,0.57346267,0.347729,1.0683286,2.2969089,0.0,0.0,0.0,1.7448444,1.8394886,0.0,0.0,0.0,0.0,1.2590687,0.53040445,0.8411578,0.0,0.9701096,1.0477446,1.0110611,0.0,0.6967972,0.3901981,1.6586198,0.8143146,0.012015911,0.0,1.1510988
1.0143055,0.0,0.863985,2.360195,0.53914773,0.45232067,1.2730656,2.5621057,0.0,0.0,0.0,1.996813,2.274269,0.0,0.0,0.0,0.0,1.5179504,0.6860542,1.1010473,0.0,1.3692449,1.0727265,1.2587589,0.0,0.5415206,0.30615443,2.0609682,0.5675136,0.17399092,0.0,1.3999931
0.4586102,0.0,0.56102407,2.3065376,1.5963273,2.063038,0.6482235,2.6031344,0.0,0.0,0.0,1.7076463,0.88183755,0.0,0.0,0.0,0.0,1.36885,2.230425,0.9143996,0.0,0.1250565,2.8559923,0.604543,0.0,3.3375432,1.3082571,0.769242,0.9316813,1.1436868,0.0,4.115859
1.3754961,0.0,0.0,3.3300405,0.22818297,0.0,2.3248641,3.5731049,0.0,0.0,0.0,2.9504545,2.5418038,0.0,0.0,0.0,0.0,2.8118668,0.0,2.1768527,0.0,2.0717602,0.0,1.8178394,0.0,0.0,0.0,2.9617872,1.9135442,0.0,0.0,0.6712231
1.3419933,0.0,0.02211129,3.2802207,0.24321073,0.0,2.2734442,3.5124593,0.0,0.0,0.0,2.89589,2.493547,0.0,0.0,0.0,0.0,2.7730603,0.0,2.1293805,0.0,2.0191164,0.0,1.7616895,0.0,0.0,0.0,2.9106886,1.8762056,0.0,0.0,0.73474854
0.402033,0.0,0.28948414,2.462886,1.1391153,1.6060324,0.660136,2.4908626,0.0,0.0,0.0,1.4522785,0.6341804,0.0,0.0,0.0,0.0,1.672301,2.0507815,1.0393933,0.0,0.19689667,2.5891938,0.69259965,0.0,2.6483915,1.2766442,0.7714768,1.0515383,0.90757155,0.0,3.8232079
0.89746445,0.0,0.82696855,2.4288955,0.42579073,0.0,1.7740175,3.0350153,0.0,0.0,0.0,2.4431076,2.5295086,0.0,0.0,0.0,0.0,1.7277331,0.028153837,1.3086112,0.0,1.4679613,0.4767522,1.5169425,0.0,0.0,0.047980323,2.2591777,1.1875383,0.0,0.0,0.28809917
1.1786243,0.0,0.37657237,3.2110236,0.32295346,0.0,2.061461,3.375721,0.0,0.0,0.0,2.669459,2.4702926,0.0,0.0,0.0,0.0,2.2999136,0.03182918,1.749687,0.0,2.0150018,0.31501767,1.6318921,0.0,0.0,0.0,2.6376712,1.4770825,0.0,0.0,0.6975804
1.5770565,0.0,0.0,3.5202878,0.86632687,0.060034975,2.5296931,4.261129,0.0,0.0,0.0,3.0967495,1.8948672,0.0,0.0,0.0,0.0,2.454307,0.0,2.4028728,0.0,2.327654,0.3529682,1.9676058,0.0,0.2742516,0.0,3.0820282,1.9751346,0.07777646,0.0,1.4660658
1.2207814,0.0,0.55665565,3.178325,1.2105796,0.81073284,1.9105092,3.7662253,0.0,0.0,0.0,2.815277,2.3312027,0.0,0.0,0.0,0.0,1.8701241,0.751137,1.5398637,0.0,1.5185702,1.1013526,1.5341393,0.0,1.0266598,0.41900826,2.311447,1.2941155,0.34841162,0.0,1.8533943
1.6111765,0.0,0.83095706,3.2683947,0.7509431,0.7362539,1.882705,3.4840345,0.0,0.0,0.0,2.6790092,2.4158866,0.0,0.0,0.0,0.0,1.6689559,0.8472235,1.4120877,0.0,1.6337473,1.2239745,1.4321607,0.0,0.4823046,0.68731046,2.2941086,0.9697334,0.5367937,0.0,1.4390059
1.0421909,0.0,1.2373654,2.3218281,0.7215624,0.52563053,1.5466981,2.7998133,0.0,0.0,0.0,2.3085709,2.5954888,0.0,0.0,0.0,0.0,1.4267582,0.5415108,0.93203884,0.0,1.0181094,1.0487529,1.065859,0.0,0.6752143,0.20249923,1.9964331,0.9564658,0.26021415,0.0,0.83700246
