emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31
0.07373428,0.0,0.0,1.3836435,0.0,1.1699103,0.0,0.0,0.0,2.4384744,3.266115,1.5886173,2.6057394,0.0,2.9198534,0.0,0.0,0.0,0.0,0.0,3.3922505,0.0,0.0,0.0,0.329257,0.0,4.021224,3.4925704,0.0,0.0,0.0,0.0
3.3035226,0.0,0.0,2.7218332,2.1922383,0.11927777,1.8260816,0.0,1.8706669,0.0,0.57671297,0.0,0.0,0.0,0.12507036,3.1565492,0.0,0.0,3.3515363,0.0,0.27095118,2.830032,0.1689571,0.11905644,1.666816,0.0,1.0152003,0.5243544,2.7581606,0.0,2.244271,0.0
3.1496792,0.0,0.0,3.1123345,1.2013569,0.0,2.3612957,0.0,1.8730471,0.0,0.10551488,0.1298858,0.0,0.0,0.3630527,2.8811677,0.0,0.0,3.5109427,0.0,0.003258817,3.5854156,0.1439973,0.0,1.969722,0.0,0.45500508,0.7780829,3.3377035,0.0,2.284707,0.0
3.2276442,0.0,0.0,3.1285434,1.46762,0.15410583,2.3956878,0.0,1.867895,0.0,0.5399782,0.06313432,0.0,0.0,0.31012505,3.169012,0.0,0.0,3.7042193,0.0,0.084167235,3.684357,0.0,0.0,1.9053807,0.0,0.37197426,0.7764999,3.3975396,0.0,2.545323,0.0
2.93773,0.0,0.0,2.8858483,0.8454714,0.1864001,1.8842542,0.0,1.467623,0.0,0.48968148,0.21179843,0.1506888,0.0,0.6909852,2.3588188,0.0,0.0,2.9121866,0.0,0.33901542,3.1564617,0.058215335,0.0,1.6052289,0.0,0.8569032,0.98504966,2.700038,0.0,1.5729374,0.0
2.9476001,0.0,0.0,2.9691198,0.97317314,0.17371829,1.94663,0.0,1.5334668,0.0,0.44524008,0.17210746,0.09451476,0.0,0.70245856,2.419223,0.0,0.0,2.999359,0.0,0.4153687,3.2252147,0.04120283,0.0,1.6541365,0.0,0.8738474,0.90716237,2.7410555,0.0,1.6122038,0.0
2.545525,0.0,0.0,1.5696827,1.9705616,0.10800236,1.576236,0.0,1.6682192,0.5830233,1.1222923,0.0,0.0,0.0,0.0933506,2.7804997,0.0,0.0,2.4145627,0.0,0.0,2.4527442,0.109993294,0.061330594,1.8863046,0.0,1.5584502,1.349523,2.50375,0.0,3.1258295,0.0
0.86912084,0.0,0.0,1.893539,0.3939929,1.1717433,0.0,0.0,0.34436905,2.0413265,3.1646118,1.5035164,2.2721777,0.0,3.2802386,0.7878875,0.0,0.0,0.39881498,0.0,3.7864642,0.53982955,0.0,0.0,0.31631446,0.0,3.4507225,2.8568554,0.0,0.0,0.1174956,0.0
2.924203,0.0,0.0,2.7412562,0.88266855,0.078646354,1.8467017,0.0,1.4940854,0.0,0.37147212,0.22770262,0.2002295,0.0,0.5781914,2.3778408,0.0,0.0,2.9711714,0.0,0.297526,3.1899126,0.11658956,0.0,1.6139266,0.0,0.854189,0.9775049,2.7512844,0.0,1.7335645,0.0
2.6668358,0.0,0.0,2.3402605,1.0396407,0.009710422,2.1749299,0.0,1.6803313,0.0,0.64016277,0.51180506,0.0,0.0,0.3642705,2.7721722,0.0,0.0,3.0173123,0.0,0.0,3.210018,0.08017029,0.0,1.6371206,0.0,0.88796514,1.1702422,2.957032,0.0,2.5949824,0.0
