,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
1,-0.51973045,-1.2537552,0.7379981,0.71691906,-0.42525038,-0.29013994,1.2128974,0.7082582,-0.43784893,0.3049412,0.761277,-0.29200852,-0.2837489,0.4844374,-1.2548602,-0.4581175,-0.46073955,1.591433,-0.34773767,0.8362557,0.9693707,0.9496189,1.7396556,-0.8278773,0.5262039,-0.5461888,0.25849608,-0.015805563,-0.7223782,0.16014208,-1.0658163,-0.55957526
2,-0.40875024,-1.4006555,1.3520219,0.77219296,-0.94808614,-0.4975071,1.1933017,0.89705473,-0.5211313,-0.17230432,0.4852978,-0.7065598,-0.88147753,-0.35859656,-1.0442905,0.07504659,0.050390087,1.3953108,-0.5137564,1.4228783,0.77012205,1.1139181,1.6796277,-0.7658688,0.81943005,-0.44326007,0.5847097,0.09057364,-0.7322378,-0.3140124,-0.14922042,-0.4557665
3,-0.733808,-0.79309386,0.12101184,1.4524697,-0.4890998,0.22113985,1.3814609,0.8040977,-0.9926203,-1.204558,0.84521955,-0.15364209,0.78837,-0.04245734,-1.3981745,-1.2085702,-1.134388,1.3246707,0.27423427,2.0954916,-0.17045206,1.6940246,2.0851824,-0.5134923,0.55885094,0.74995124,0.88435006,-0.18930942,-0.19057555,0.34663275,0.7820693,-0.109844066
4,-0.9816066,-1.9204265,0.48677793,0.68184316,-0.7558546,-0.43544054,1.7848605,0.37149987,-0.18252738,-0.08927257,0.7878649,-0.41252258,-0.1119763,0.26081902,-0.7809833,-0.78889,-0.58968496,2.3454251,0.09377607,1.0486071,0.694794,1.7539289,1.2454187,-1.4845822,-0.107192375,-1.270573,0.8335648,0.119920105,-0.15661837,0.3327412,-1.0178461,-0.3287363
5,-0.51396614,-0.937119,0.99486583,0.77689123,-0.2912095,-0.15238844,0.85415226,0.8189329,-0.20933643,0.65773046,0.4992406,-0.34877583,-0.18947499,0.1482822,-1.3394881,-0.24922965,-0.45196012,1.2500881,-0.6496043,0.66552764,0.97192377,0.84610426,2.1436708,-0.49253678,0.8010378,-0.1462921,-0.26810986,-0.19105716,-0.6373651,-0.2210937,-0.7886037,-0.38727307
6,-0.90466696,-1.3748142,0.5087665,0.75108045,-0.41978133,-0.17484906,1.5218543,0.29016197,-0.1299653,0.49041626,0.77003497,-0.3493364,-0.002702088,0.38646165,-0.99698293,-0.5979782,-0.58803546,1.7790743,-0.10987791,0.6296357,0.76563084,1.3311642,1.6448181,-1.1567005,0.2428821,-0.9400386,0.3027478,-0.14489682,-0.27824977,0.39963153,-1.1376895,-0.30301172
7,-0.011805091,-1.2543048,0.1723226,0.43516168,0.48473537,-0.2939016,0.4161838,0.8755864,-0.39026716,0.9788662,0.18996057,-0.645251,-0.19087656,1.1132131,-1.1981168,-0.3018471,-1.1735268,1.3443673,-0.77122927,0.27104864,1.5541687,0.38053274,2.1345916,-0.27753952,0.3305736,-0.33562624,-0.85444856,-0.41247308,-0.626191,-0.8293922,-1.7356645,-0.991061
8,0.4303163,-1.2645988,0.3146252,0.5265158,0.41852966,-0.3368741,0.513897,0.92571574,-0.77500844,0.65400463,0.07172738,-0.9553058,-0.647229,1.1293231,-1.0936408,-0.0914562,-1.195743,1.12327,-0.80909336,0.71153367,1.7631886,0.16080475,2.1973174,-0.14220268,0.45735407,-0.3358017,-0.6534391,-0.4814553,-0.7571922,-1.0661558,-1.7078404,-1.1487854
9,-0.2547384,-1.1162795,0.39251286,0.44472986,0.07548527,-0.2631028,0.51783204,1.026672,-0.33919927,0.6294637,0.25788775,-0.44951472,-0.117659435,0.64592874,-1.1802378,-0.36576888,-0.7240416,1.2054918,-0.84527767,0.55261457,1.0222105,0.7109876,1.8560572,-0.27843904,0.42720732,-0.13216415,-0.46980816,-0.22878653,-0.47610995,-0.8227307,-0.8742849,-0.6957394
10,0.17316353,-0.94920576,0.14634496,0.567073,0.30675092,-0.23879184,0.5880927,0.89175355,-0.73412764,0.1962031,0.26109466,-0.6689891,-0.2832949,0.80069304,-1.0334406,-0.33723342,-1.0978391,1.038353,-0.4802407,0.9345178,1.1753063,0.43702132,2.020805,-0.12068655,0.5102879,-0.08525875,-0.23517013,-0.3652634,-0.47041377,-0.72342825,-0.9999427,-0.76235074
11,-0.24150251,-1.0188522,2.6849592,1.6200496,-2.3170278,0.46047264,1.6398517,0.87216926,-0.10572236,0.061345015,0.27647597,-1.3395684,-1.9162911,-1.0471872,-0.7886776,1.1348313,1.3843406,-0.033612374,-1.4156667,2.151985,0.87653214,0.9352243,1.9357753,-0.5577893,1.881653,0.115964286,0.88793457,-0.29100215,-1.1811929,-0.031498224,1.014483,-0.12210721
